UTC DateTime,ID,Type,Lat,Lon,speed,Course
2024-10-06 16:35:29,3,Horse,-31.905113,115.910813,0.0,161.49
2024-10-06 16:36:04,1,Cow,-31.905025,115.90982,0.0,196.14
2024-10-06 16:36:39,2,Sheep,-31.904125,115.90982,0.0,328.53
2024-10-06 16:37:14,3,Horse,-31.905025,115.91092,0.0,241.5
2024-10-06 16:37:49,1,Cow,-31.904938,115.909927,0.0,341.18
2024-10-06 16:38:24,2,Sheep,-31.904038,115.909927,0.0,226.63
2024-10-06 16:38:59,3,Horse,-31.904938,115.911027,0.0,236.3
2024-10-06 16:39:34,1,Cow,-31.90485,115.910034,0.0,183.64
2024-10-06 16:40:09,2,Sheep,-31.90395,115.910034,0.0,145.66
2024-10-06 16:40:44,3,Horse,-31.90485,115.911134,0.0,295.94
2024-10-06 16:41:19,1,Cow,-31.904763,115.910141,0.0,76.0
2024-10-06 16:41:54,2,Sheep,-31.903863,115.910141,0.0,257.87
2024-10-06 16:42:29,3,Horse,-31.904763,115.911241,0.0,310.03
2024-10-06 16:43:04,1,Cow,-31.904675,115.910248,0.0,281.87
2024-10-06 16:43:39,2,Sheep,-31.903775,115.910248,0.0,330.83
2024-10-06 16:44:14,3,Horse,-31.904675,115.911348,0.0,53.87
2024-10-06 16:44:49,1,Cow,-31.904588,115.910355,0.0,203.63
2024-10-06 16:45:24,2,Sheep,-31.903688,115.910355,0.0,83.34
2024-10-06 16:45:59,3,Horse,-31.904588,115.911455,0.0,92.89
2024-10-06 16:46:34,1,Cow,-31.9045,115.910462,0.0,84.69
2024-10-06 16:47:09,2,Sheep,-31.9036,115.910462,0.0,201.06
2024-10-06 16:47:44,3,Horse,-31.9045,115.911562,0.0,250.39
2024-10-06 16:48:19,1,Cow,-31.904413,115.910569,0.0,236.6
2024-10-06 16:48:54,2,Sheep,-31.903513,115.910569,0.0,164.16
2024-10-06 16:49:29,3,Horse,-31.904413,115.911669,0.0,249.98
2024-10-06 16:50:04,1,Cow,-31.904325,115.910676,0.0,34.36
2024-10-06 16:50:39,2,Sheep,-31.903425,115.910676,0.0,134.53
2024-10-06 16:51:14,3,Horse,-31.904325,115.911776,0.0,147.03
2024-10-06 16:51:49,1,Cow,-31.904238,115.910783,0.0,214.66
2024-10-06 16:52:24,2,Sheep,-31.903338,115.910783,0.0,179.31
2024-10-06 16:52:59,3,Horse,-31.904238,115.911883,0.0,309.25
2024-10-06 16:53:34,1,Cow,-31.90415,115.91089,0.0,150.5
2024-10-06 16:54:09,2,Sheep,-31.90325,115.91089,0.0,276.06
2024-10-06 16:54:44,3,Horse,-31.90415,115.91199,0.0,271.91
2024-10-06 16:55:19,1,Cow,-31.904063,115.910997,0.0,348.71
2024-10-06 16:55:54,2,Sheep,-31.903163,115.910997,0.0,332.14
2024-10-06 16:56:29,3,Horse,-31.904063,115.912097,0.0,209.39
2024-10-06 16:57:04,1,Cow,-31.903975,115.911104,0.0,232.26
2024-10-06 16:57:39,2,Sheep,-31.903075,115.911104,0.0,8.19
2024-10-06 16:58:14,3,Horse,-31.903975,115.912204,0.0,3.74
2024-10-06 16:58:49,1,Cow,-31.903888,115.91121,0.0,340.52
2024-10-06 16:59:24,2,Sheep,-31.902988,115.91121,0.0,46.78
2024-10-06 16:59:59,3,Horse,-31.903888,115.91231,0.0,295.44
2024-10-06 17:00:34,1,Cow,-31.9038,115.911317,0.0,291.77
2024-10-06 17:01:09,2,Sheep,-31.9029,115.911317,0.0,56.22
2024-10-06 17:01:44,3,Horse,-31.9038,115.912417,0.0,329.52
2024-10-06 17:02:19,1,Cow,-31.903713,115.911424,0.0,61.68
2024-10-06 17:02:54,2,Sheep,-31.902813,115.911424,0.0,324.22
2024-10-06 17:03:29,3,Horse,-31.903713,115.912524,0.0,225.07
2024-10-06 17:04:04,1,Cow,-31.903625,115.911531,0.0,203.5
2024-10-06 17:04:39,2,Sheep,-31.902725,115.911531,0.0,96.68
2024-10-06 17:05:14,3,Horse,-31.903625,115.912631,0.0,280.7
2024-10-06 17:05:49,1,Cow,-31.903538,115.911638,0.0,313.57
2024-10-06 17:06:24,2,Sheep,-31.902638,115.911638,0.0,150.99
2024-10-06 17:06:59,3,Horse,-31.903538,115.912738,0.0,335.31
2024-10-06 17:07:34,1,Cow,-31.90345,115.911745,0.0,41.74
2024-10-06 17:08:09,2,Sheep,-31.90255,115.911745,0.0,82.84
2024-10-06 17:08:44,3,Horse,-31.90345,115.912845,0.0,136.77
2024-10-06 17:09:19,1,Cow,-31.903363,115.911852,0.0,45.81
2024-10-06 17:09:54,2,Sheep,-31.902463,115.911852,0.0,250.92
2024-10-06 17:10:29,3,Horse,-31.903363,115.912952,0.0,155.83
2024-10-06 17:11:04,1,Cow,-31.903275,115.911959,0.0,251.88
2024-10-06 17:11:39,2,Sheep,-31.902375,115.911959,0.0,183.64
2024-10-06 17:12:14,3,Horse,-31.903275,115.913059,0.0,341.88
2024-10-06 17:12:49,1,Cow,-31.903188,115.912066,0.0,97.48
2024-10-06 17:13:24,2,Sheep,-31.902288,115.912066,0.0,39.36
2024-10-06 17:13:59,3,Horse,-31.903188,115.913166,0.0,201.6
2024-10-06 17:14:34,1,Cow,-31.9031,115.912173,0.0,267.98
2024-10-06 17:15:09,2,Sheep,-31.9022,115.912173,0.0,181.23
2024-10-06 17:15:44,3,Horse,-31.9031,115.913273,0.0,208.99
2024-10-06 17:16:19,1,Cow,-31.903013,115.91228,0.0,287.49
2024-10-06 17:16:54,2,Sheep,-31.902113,115.91228,0.0,288.47
2024-10-06 17:17:29,3,Horse,-31.903013,115.91338,0.0,86.13
2024-10-06 17:18:04,1,Cow,-31.902925,115.912387,0.0,54.06
2024-10-06 17:18:39,2,Sheep,-31.902025,115.912387,0.0,355.99
2024-10-06 17:19:14,3,Horse,-31.902925,115.913487,0.0,16.74
2024-10-06 17:19:49,1,Cow,-31.902838,115.912494,0.0,98.7
2024-10-06 17:20:24,2,Sheep,-31.901938,115.912494,0.0,38.78
2024-10-06 17:20:59,3,Horse,-31.902838,115.913594,0.0,149.15
2024-10-06 17:21:34,1,Cow,-31.90275,115.912601,0.0,157.72
2024-10-06 17:22:09,2,Sheep,-31.90185,115.912601,0.0,290.44
2024-10-06 17:22:44,3,Horse,-31.90275,115.913701,0.0,4.03
2024-10-06 17:23:19,1,Cow,-31.902663,115.912708,0.0,16.89
2024-10-06 17:23:54,2,Sheep,-31.901763,115.912708,0.0,344.17
2024-10-06 17:24:29,3,Horse,-31.902663,115.913808,0.0,73.66
2024-10-06 17:25:04,1,Cow,-31.902575,115.912815,0.0,326.39
2024-10-06 17:25:39,2,Sheep,-31.901675,115.912815,0.0,203.52
2024-10-06 17:26:14,3,Horse,-31.902575,115.913915,0.0,233.67
2024-10-06 17:26:49,1,Cow,-31.902488,115.912922,0.0,144.69
2024-10-06 17:27:24,2,Sheep,-31.901588,115.912922,0.0,71.0
2024-10-06 17:27:59,3,Horse,-31.902488,115.914022,0.0,284.5
2024-10-06 17:28:34,1,Cow,-31.9024,115.913029,0.0,128.05
2024-10-06 17:29:09,2,Sheep,-31.9015,115.913029,0.0,321.25
2024-10-06 17:29:44,3,Horse,-31.9024,115.914129,0.0,262.38
2024-10-06 17:30:19,1,Cow,-31.902313,115.913135,0.0,333.49
2024-10-06 17:30:54,2,Sheep,-31.901413,115.913135,0.0,5.65
2024-10-06 17:31:29,3,Horse,-31.902313,115.914235,0.0,348.71
2024-10-06 17:32:04,1,Cow,-31.902225,115.913242,0.0,49.99
2024-10-06 17:32:39,2,Sheep,-31.901325,115.913242,0.0,92.46
2024-10-06 17:33:14,3,Horse,-31.902225,115.914342,0.0,120.52
2024-10-06 17:33:49,1,Cow,-31.902138,115.913349,0.0,120.63
2024-10-06 17:34:24,2,Sheep,-31.901238,115.913349,0.0,167.02
2024-10-06 17:34:59,3,Horse,-31.902138,115.914449,0.0,150.86
2024-10-06 17:35:34,1,Cow,-31.90205,115.913456,0.0,206.02
2024-10-06 17:36:09,2,Sheep,-31.90115,115.913456,0.0,297.93
2024-10-06 17:36:44,3,Horse,-31.90205,115.914556,0.0,89.87
2024-10-06 17:37:19,1,Cow,-31.901963,115.913563,0.0,51.05
2024-10-06 17:37:54,2,Sheep,-31.901063,115.913563,0.0,75.34
2024-10-06 17:38:29,3,Horse,-31.901963,115.914663,0.0,310.74
2024-10-06 17:39:04,1,Cow,-31.901875,115.91367,0.0,308.94
2024-10-06 17:39:39,2,Sheep,-31.900975,115.91367,0.0,205.78
2024-10-06 17:40:14,3,Horse,-31.901875,115.91477,0.0,2.71
2024-10-06 17:40:49,1,Cow,-31.901788,115.913777,0.0,242.69
2024-10-06 17:41:24,2,Sheep,-31.900888,115.913777,0.0,295.09
2024-10-06 17:41:59,3,Horse,-31.901788,115.914877,0.0,318.79
2024-10-06 17:42:34,1,Cow,-31.9017,115.913884,0.0,344.02
2024-10-06 17:43:09,2,Sheep,-31.9008,115.913884,0.0,256.93
2024-10-06 17:43:44,3,Horse,-31.9017,115.914984,0.0,324.23
2024-10-06 17:44:19,1,Cow,-31.901613,115.913991,0.0,181.1
2024-10-06 17:44:54,2,Sheep,-31.900713,115.913991,0.0,0.71
2024-10-06 17:45:29,3,Horse,-31.901613,115.915091,0.0,115.23
2024-10-06 17:46:04,1,Cow,-31.901525,115.914098,0.0,106.9
2024-10-06 17:46:39,2,Sheep,-31.900625,115.914098,0.0,277.08
2024-10-06 17:47:14,3,Horse,-31.901525,115.915198,0.0,13.26
2024-10-06 17:47:49,1,Cow,-31.901438,115.914205,0.0,240.2
2024-10-06 17:48:24,2,Sheep,-31.900538,115.914205,0.0,213.26
2024-10-06 17:48:59,3,Horse,-31.901438,115.915305,0.0,23.57
2024-10-06 17:49:34,1,Cow,-31.90135,115.914312,0.0,291.92
2024-10-06 17:50:09,2,Sheep,-31.90045,115.914312,0.0,127.96
2024-10-06 17:50:44,3,Horse,-31.90135,115.915412,0.0,158.37
2024-10-06 17:51:19,1,Cow,-31.901263,115.914419,0.0,191.3
2024-10-06 17:51:54,2,Sheep,-31.900363,115.914419,0.0,299.0
2024-10-06 17:52:29,3,Horse,-31.901263,115.915519,0.0,47.66
2024-10-06 17:53:04,1,Cow,-31.901175,115.914526,0.0,130.28
2024-10-06 17:53:39,2,Sheep,-31.900275,115.914526,0.0,159.1
2024-10-06 17:54:14,3,Horse,-31.901175,115.915626,0.0,229.49
2024-10-06 17:54:49,1,Cow,-31.901088,115.914633,0.0,111.28
2024-10-06 17:55:24,2,Sheep,-31.900188,115.914633,0.0,317.19
2024-10-06 17:55:59,3,Horse,-31.901088,115.915733,0.0,33.76
2024-10-06 17:56:34,1,Cow,-31.901,115.91474,0.0,294.08
2024-10-06 17:57:09,2,Sheep,-31.9001,115.91474,0.0,348.29
2024-10-06 17:57:44,3,Horse,-31.901,115.91584,0.0,344.44
2024-10-06 17:58:19,1,Cow,-31.900913,115.914847,0.0,135.37
2024-10-06 17:58:54,2,Sheep,-31.900013,115.914847,0.0,336.1
2024-10-06 17:59:29,3,Horse,-31.900913,115.915947,0.0,229.43
2024-10-06 18:00:04,1,Cow,-31.900825,115.914954,0.0,293.48
2024-10-06 18:00:39,2,Sheep,-31.899925,115.914954,0.0,299.8
2024-10-06 18:01:14,3,Horse,-31.900825,115.916054,0.0,157.09
2024-10-06 18:01:49,1,Cow,-31.900738,115.91506,0.0,275.36
2024-10-06 18:02:24,2,Sheep,-31.899838,115.91506,0.0,286.1
2024-10-06 18:02:59,3,Horse,-31.900738,115.91616,0.0,278.27
2024-10-06 18:03:34,1,Cow,-31.90065,115.915167,0.0,179.89
2024-10-06 18:04:09,2,Sheep,-31.89975,115.915167,0.0,297.63
2024-10-06 18:04:44,3,Horse,-31.90065,115.916267,0.0,19.18
2024-10-06 18:05:19,1,Cow,-31.900563,115.915274,0.0,199.14
2024-10-06 18:05:54,2,Sheep,-31.899663,115.915274,0.0,109.96
2024-10-06 18:06:29,3,Horse,-31.900563,115.916374,0.0,133.06
2024-10-06 18:07:04,1,Cow,-31.900475,115.915381,0.0,54.94
2024-10-06 18:07:39,2,Sheep,-31.899575,115.915381,0.0,282.4
2024-10-06 18:08:14,3,Horse,-31.900475,115.916481,0.0,24.19
2024-10-06 18:08:49,1,Cow,-31.900388,115.915488,0.0,106.99
2024-10-06 18:09:24,2,Sheep,-31.899488,115.915488,0.0,225.72
2024-10-06 18:09:59,3,Horse,-31.900388,115.916588,0.0,143.41
2024-10-06 18:10:34,1,Cow,-31.9003,115.915595,0.0,359.82
2024-10-06 18:11:09,2,Sheep,-31.8994,115.915595,0.0,291.68
2024-10-06 18:11:44,3,Horse,-31.9003,115.916695,0.0,307.48
2024-10-06 18:12:19,1,Cow,-31.900213,115.915702,0.0,277.53
2024-10-06 18:12:54,2,Sheep,-31.899313,115.915702,0.0,174.62
2024-10-06 18:13:29,3,Horse,-31.900213,115.916802,0.0,41.13
2024-10-06 18:14:04,1,Cow,-31.900125,115.915809,0.0,46.9
2024-10-06 18:14:39,2,Sheep,-31.899225,115.915809,0.0,8.69
2024-10-06 18:15:14,3,Horse,-31.900125,115.916909,0.0,298.99
2024-10-06 18:15:49,1,Cow,-31.900038,115.915916,0.0,209.74
2024-10-06 18:16:24,2,Sheep,-31.899138,115.915916,0.0,286.18
2024-10-06 18:16:59,3,Horse,-31.900038,115.917016,0.0,278.15
2024-10-06 18:17:34,1,Cow,-31.89995,115.916023,0.0,285.31
2024-10-06 18:18:09,2,Sheep,-31.89905,115.916023,0.0,135.74
2024-10-06 18:18:44,3,Horse,-31.89995,115.917123,0.0,251.93
2024-10-06 18:19:19,1,Cow,-31.899863,115.91613,0.0,217.81
2024-10-06 18:19:54,2,Sheep,-31.898963,115.91613,0.0,254.87
2024-10-06 18:20:29,3,Horse,-31.899863,115.91723,0.0,87.11
2024-10-06 18:21:04,1,Cow,-31.899775,115.916237,0.0,60.39
2024-10-06 18:21:39,2,Sheep,-31.898875,115.916237,0.0,95.38
2024-10-06 18:22:14,3,Horse,-31.899775,115.917337,0.0,230.34
2024-10-06 18:22:49,1,Cow,-31.899688,115.916344,0.0,144.66
2024-10-06 18:23:24,2,Sheep,-31.898788,115.916344,0.0,286.83
2024-10-06 18:23:59,3,Horse,-31.899688,115.917444,0.0,123.32
2024-10-06 18:24:34,1,Cow,-31.8996,115.916451,0.0,227.33
2024-10-06 18:25:09,2,Sheep,-31.8987,115.916451,0.0,298.5
2024-10-06 18:25:44,3,Horse,-31.8996,115.917551,0.0,329.71
2024-10-06 18:26:19,1,Cow,-31.899513,115.916558,0.0,85.68
2024-10-06 18:26:54,2,Sheep,-31.898613,115.916558,0.0,341.79
2024-10-06 18:27:29,3,Horse,-31.899513,115.917658,0.0,273.33
2024-10-06 18:28:04,1,Cow,-31.899425,115.916665,0.0,215.36
2024-10-06 18:28:39,2,Sheep,-31.898525,115.916665,0.0,10.12
2024-10-06 18:29:14,3,Horse,-31.899425,115.917765,0.0,263.69
2024-10-06 18:29:49,1,Cow,-31.899338,115.916772,0.0,94.82
2024-10-06 18:30:24,2,Sheep,-31.898438,115.916772,0.0,57.41
2024-10-06 18:30:59,3,Horse,-31.899338,115.917872,0.0,20.1
2024-10-06 18:31:34,1,Cow,-31.89925,115.916879,0.0,210.37
2024-10-06 18:32:09,2,Sheep,-31.89835,115.916879,0.0,277.4
2024-10-06 18:32:44,3,Horse,-31.89925,115.917979,0.0,311.99
2024-10-06 18:33:19,1,Cow,-31.899163,115.916985,0.0,278.09
2024-10-06 18:33:54,2,Sheep,-31.898263,115.916985,0.0,231.36
2024-10-06 18:34:29,3,Horse,-31.899163,115.918085,0.0,248.32
2024-10-06 18:35:04,1,Cow,-31.899075,115.917092,0.0,18.61
2024-10-06 18:35:39,2,Sheep,-31.898175,115.917092,0.0,61.27
2024-10-06 18:36:14,3,Horse,-31.899075,115.918192,0.0,192.28
2024-10-06 18:36:49,1,Cow,-31.898988,115.917199,0.0,316.1
2024-10-06 18:37:24,2,Sheep,-31.898088,115.917199,0.0,64.47
2024-10-06 18:37:59,3,Horse,-31.898988,115.918299,0.0,299.92
2024-10-06 18:38:34,1,Cow,-31.8989,115.917306,0.0,56.57
2024-10-06 18:39:09,2,Sheep,-31.898,115.917306,0.0,130.81
2024-10-06 18:39:44,3,Horse,-31.8989,115.918406,0.0,244.9
2024-10-06 18:40:19,1,Cow,-31.898813,115.917413,0.0,68.19
2024-10-06 18:40:54,2,Sheep,-31.897913,115.917413,0.0,207.25
2024-10-06 18:41:29,3,Horse,-31.898813,115.918513,0.0,284.55
2024-10-06 18:42:04,1,Cow,-31.898725,115.91752,0.0,231.26
2024-10-06 18:42:39,2,Sheep,-31.897825,115.91752,0.0,16.27
2024-10-06 18:43:14,3,Horse,-31.898725,115.91862,0.0,112.98
2024-10-06 18:43:49,1,Cow,-31.898638,115.917627,0.0,111.25
2024-10-06 18:44:24,2,Sheep,-31.897738,115.917627,0.0,323.06
2024-10-06 18:44:59,3,Horse,-31.898638,115.918727,0.0,345.44
2024-10-06 18:45:34,1,Cow,-31.89855,115.917734,0.0,292.47
2024-10-06 18:46:09,2,Sheep,-31.89765,115.917734,0.0,20.28
2024-10-06 18:46:44,3,Horse,-31.89855,115.918834,0.0,214.32
2024-10-06 18:47:19,1,Cow,-31.898463,115.917841,0.0,54.3
2024-10-06 18:47:54,2,Sheep,-31.897563,115.917841,0.0,76.93
2024-10-06 18:48:29,3,Horse,-31.898463,115.918941,0.0,333.57
2024-10-06 18:49:04,1,Cow,-31.898375,115.917948,0.0,174.56
2024-10-06 18:49:39,2,Sheep,-31.897475,115.917948,0.0,305.7
2024-10-06 18:50:14,3,Horse,-31.898375,115.919048,0.0,5.13
2024-10-06 18:50:49,1,Cow,-31.898288,115.918055,0.0,78.96
2024-10-06 18:51:24,2,Sheep,-31.897388,115.918055,0.0,156.97
2024-10-06 18:51:59,3,Horse,-31.898288,115.919155,0.0,59.4
2024-10-06 18:52:34,1,Cow,-31.8982,115.918162,0.0,219.19
2024-10-06 18:53:09,2,Sheep,-31.8973,115.918162,0.0,186.91
2024-10-06 18:53:44,3,Horse,-31.8982,115.919262,0.0,340.2
2024-10-06 18:54:19,1,Cow,-31.898113,115.918269,0.0,294.0
2024-10-06 18:54:54,2,Sheep,-31.897213,115.918269,0.0,192.7
2024-10-06 18:55:29,3,Horse,-31.898113,115.919369,0.0,33.99
2024-10-06 18:56:04,1,Cow,-31.898025,115.918376,0.0,164.48
2024-10-06 18:56:39,2,Sheep,-31.897125,115.918376,0.0,274.22
2024-10-06 18:57:14,3,Horse,-31.898025,115.919476,0.0,284.5
2024-10-06 18:57:49,1,Cow,-31.897938,115.918483,0.0,129.2
2024-10-06 18:58:24,2,Sheep,-31.897038,115.918483,0.0,170.59
2024-10-06 18:58:59,3,Horse,-31.897938,115.919583,0.0,119.91
2024-10-06 18:59:34,1,Cow,-31.89785,115.91859,0.0,314.6
2024-10-06 19:00:09,2,Sheep,-31.89695,115.91859,0.0,333.84
2024-10-06 19:00:44,3,Horse,-31.89785,115.91969,0.0,79.17
2024-10-06 19:01:19,1,Cow,-31.897763,115.918697,0.0,297.98
2024-10-06 19:01:54,2,Sheep,-31.896863,115.918697,0.0,220.46
2024-10-06 19:02:29,3,Horse,-31.897763,115.919797,0.0,214.86
2024-10-06 19:03:04,1,Cow,-31.897675,115.918804,0.0,155.87
2024-10-06 19:03:39,2,Sheep,-31.896775,115.918804,0.0,41.49
2024-10-06 19:04:14,3,Horse,-31.897675,115.919904,0.0,195.11
